-2.5,5.4719532445478104E-14
-2.499,5.864059052286335E-14
-2.498,6.283340848471075E-14
-2.4970000000000003,6.731617078888974E-14
-2.4960000000000004,7.21082341944349E-14
-2.4950000000000006,7.723020039553311E-14
-2.4940000000000007,8.270399296814545E-14
-2.4930000000000008,8.85529388737977E-14
-2.492000000000001,9.480185477823664E-14
-2.491000000000001,1.0147713845654189E-13
-2.490000000000001,1.0860686557078043E-13
-2.489000000000001,1.1622089212166603E-13
-2.4880000000000013,1.243509628916844E-13
-2.4870000000000014,1.3303082621407186E-13
-2.4860000000000015,1.4229635541973816E-13
-2.4850000000000017,1.521856773328546E-13
-2.4840000000000018,1.6273930820536015E-13
-2.483000000000002,1.7400029750115928E-13
-2.482000000000002,1.8601437996233395E-13
-2.481000000000002,1.9883013641227638E-13
-2.480000000000002,2.1249916377435781E-13
-2.4790000000000023,2.2707625480967788E-13
-2.4780000000000024,2.4261958810347833E-13
-2.4770000000000025,2.59190928857228E-13
-2.4760000000000026,2.7685584107208715E-13
-2.4750000000000028,2.956839117395746E-13
-2.474000000000003,3.157489876867809E-13
-2.473000000000003,3.3712942575667414E-13
-2.472000000000003,3.5990835703859013E-13
-2.471000000000003,3.841739659004549E-13
-2.4700000000000033,4.1001978461232817E-13
-2.4690000000000034,4.375450043907973E-13
-2.4680000000000035,4.668548037355136E-13
-2.4670000000000036,4.98060694972978E-13
-2.4660000000000037,5.312808899685723E-13
-2.465000000000004,5.666406860157704E-13
-2.464000000000004,6.04272872961848E-13
-2.463000000000004,6.443181626819448E-13
-2.462000000000004,6.869256420684722E-13
-2.4610000000000043,7.322532507605656E-13
-2.4600000000000044,7.804682848984251E-13
-2.4590000000000045,8.317479282508234E-13
-2.4580000000000046,8.862798121297509E-13
-2.4570000000000047,9.44262605575491E-13
-2.456000000000005,1.005906637367587E-12
-2.455000000000005,1.0714345514925614E-12
-2.454000000000005,1.1410819977785632E-12
-2.453000000000005,1.2150983594892702E-12
-2.4520000000000053,1.2937475197559758E-12
-2.4510000000000054,1.3773086688169679E-12
-2.4500000000000055,1.4660771541273947E-12
-2.4490000000000056,1.560365375501447E-12
-2.4480000000000057,1.6605037275515561E-12
-2.447000000000006,1.766841591796821E-12
-2.446000000000006,1.8797483809248825E-12
-2.445000000000006,1.9996146378091592E-12
-2.444000000000006,2.1268531920052455E-12
-2.4430000000000063,2.2619003765783718E-12
-2.4420000000000064,2.4052173082472643E-12
-2.4410000000000065,2.557291233968475E-12
-2.4400000000000066,2.7186369472314762E-12
-2.4390000000000067,2.8897982774851824E-12
-2.438000000000007,3.071349656275973E-12
-2.437000000000007,3.2638977638413753E-12
-2.436000000000007,3.4680832600760952E-12
-2.435000000000007,3.684582603966435E-12
-2.4340000000000073,3.914109965776617E-12
-2.4330000000000074,4.157419236464682E-12
-2.4320000000000075,4.415306139010639E-12
-2.4310000000000076,4.688610446549865E-12
-2.4300000000000077,4.978218312427051E-12
-2.429000000000008,5.285064717515771E-12
-2.428000000000008,5.61013604038807E-12
-2.427000000000008,5.954472756169779E-12
-2.426000000000008,6.3191722701765226E-12
-2.4250000000000083,6.705391892696747E-12
-2.4240000000000084,7.114351961570853E-12
-2.4230000000000085,7.547339119509613E-12
-2.4220000000000086,8.005709753400418E-12
-2.4210000000000087,8.49089360316917E-12
-2.420000000000009,9.004397548097835E-12
-2.419000000000009,9.547809578841634E-12
-2.418000000000009,1.0122802963749332E-11
-2.417000000000009,1.0731140618465914E-11
-2.4160000000000093,1.1374679688180643E-11
-2.4150000000000094,1.2055376352294924E-11
-2.4140000000000095,1.2775290861698147E-11
-2.4130000000000096,1.3536592819281138E-11
-2.4120000000000097,1.4341566714770806E-11
